BEGIN;
BEGIN
select
	ps_partkey,
	sum(ps_supplycost * ps_availqty) as value
from
	partsupp,
	supplier,
	nation
where
	ps_suppkey = s_suppkey
	and s_nationkey = n_nationkey
	and n_name = 'PERU'
group by
	ps_partkey having
		sum(ps_supplycost * ps_availqty) > (
			select
				sum(ps_supplycost * ps_availqty) * 0.0000010000
			from
				partsupp,
				supplier,
				nation
			where
				ps_suppkey = s_suppkey
				and s_nationkey = n_nationkey
				and n_name = 'PERU'
		)
order by
	value desc;
 ps_partkey |      value       
    7553429 | 9295613.74517822
    6222156 | 9295557.71356201
    1510662 | 9295541.50878906
   19986763 | 9295508.12030029
    5705389 | 9295507.02160645
    3172112 | 9295460.40905762
   16504299 | 9295431.72192383
    2445408 | 9295400.18084717
   15161539 | 9295379.62780762
   19908782 | 9295379.27001953
    3615445 | 9295365.71777344
    6036382 | 9295270.81182861
   18147505 | 9295219.80749512
    3660415 | 9295189.37695312
    1024144 | 9295184.00817871
    4789391 | 9295162.26196289
    8653298 | 9295121.61108398
   14367809 | 9295098.46386719
    8327715 | 9295097.52694702
    3342603 | 9295071.16064453
    3210981 | 9295050.44421387
   14855672 | 9295044.31176758
   10577174 | 9295022.58746338
    2953720 | 9295016.89404297
    3402531 | 9294971.94628906
   13760760 | 9294951.82104492
    6317005 | 9294922.26916504
   19960924 | 9294911.53271484
    5765852 |  9294860.9453125
    6190936 | 9294856.51940918
    4856329 | 9294806.84315491
     524678 | 9294790.69128418
    2442437 |   9294761.953125
   18462699 | 9294736.11425781
    7910038 |  9294720.3059082
    6553126 | 9294692.76708984
    4399151 | 9294629.22363281
    4255782 | 9294610.03430176
   13757243 | 9294520.75268555
   10274744 | 9294510.99414062
     833810 | 9294509.75750732
    6906909 | 9294494.88372803
    2392703 | 9294491.82739258
   10799484 | 9294465.40270996
    7293608 | 9294402.93426514
    8759218 | 9294319.96240234
   12228452 | 9294290.59954834
    7550791 | 9294218.22705078
    4595634 | 9294191.30639648
    1767149 | 9294188.16320801
    7475473 | 9294146.48413086
   13109084 | 9294142.19854736
    9681329 |  9294097.0512085
   14597565 | 9294096.19360352
   16865567 | 9294082.44122314
   11935659 | 9294051.42572021
   12304001 | 9294025.13085938
   19493180 | 9293993.25146484
   16781954 | 9293958.53320312
   17046083 | 9293944.98352051
   18455837 | 9293928.65844727
    2328113 | 9293901.15380859
   15630926 | 9293896.20703125
    8132948 | 9293858.78601074
   10217346 |  9293820.3482666
    3732006 | 9293818.80279541
   18046236 | 9293795.53088379
    1466139 | 9293751.50939941
   18206369 | 9293749.92388916
   11519727 | 9293742.01855469
    3612095 | 9293688.80419922
    6958622 | 9293627.79296875
    9963627 | 9293569.76318359
    1869597 | 9293544.22851562
    7376079 | 9293409.77087402
   19869260 | 9293409.02978516
   15830025 | 9293347.17993164
    1425965 |  9293312.9029541
    1614582 | 9293223.51635742
    9449044 | 9293086.33273315
    6534049 | 9293081.39013672
   15472725 | 9293068.01599121
    8635910 | 9293032.69152832
   15733544 | 9293015.25531006
    4549303 |  9292964.2635498
    9399009 | 9292921.58093262
    9219771 | 9292855.05554199
    3858398 | 9292831.97399902
   15484632 | 9292828.76660156
    7811099 | 9292825.99630737
    1854372 |  9292802.4309082
   15282867 | 9292788.79541016
   18946012 | 9292777.40490723
    9918502 | 9292764.17602539
    4335963 | 9292738.56951904
   19243052 | 9292729.48291016
    6145402 |  9292701.1854248
   16104302 | 9292693.55834961
   12346922 | 9292609.45916748
    9643694 | 9292597.07467651
   19991412 | 9292567.58422852
   10585812 | 9292521.79345703
    1055556 |  9292518.0168457
    5818908 | 9292497.21386719
    3357453 | 9292469.25292969
   13446737 | 9292298.60107422
   17339660 | 9292215.50592041
    7804777 | 9292203.57861328
   12004981 | 9292200.60076904
   15376676 | 9292192.70111084
    6981624 | 9292162.21630859
   16262160 | 9292152.17773438
   11273178 | 9292150.93688965
    5119258 | 9292139.38977051
    5404592 | 9292118.01306152
    4786264 | 9292092.48413086
   12221500 | 9292092.48413086
    2869257 | 9292070.54553223
    9611143 | 9292035.73657227
     146413 | 9291996.48522949
   13736702 | 9291988.38647461
   15669131 | 9291955.20996094
    7551169 | 9291950.95092773
    1934186 |  9291943.9664917
   19823815 | 9291921.91595459
    8082285 | 9291912.62255859
   13161131 | 9291900.59082031
   16493564 | 9291835.12619019
    7947840 | 9291800.02990723
   16232230 | 9291788.17285156
    2318834 | 9291768.87634277
   16068790 | 9291748.29949951
    9097094 | 9291718.68890381
    4982609 | 9291664.22332764
   16007550 |  9291640.2769165
   19683655 | 9291565.93530273
   19086017 | 9291521.73852539
    3937959 | 9291481.97479248
   18013828 | 9291437.35351562
    7084944 | 9291405.22093487
    2594082 | 9291397.26531982
    7810421 | 9291351.49645996
    3281831 |  9291348.3616333
   10185852 | 9291315.15710449
    5662302 | 9291280.76733398
    7968156 | 9291131.63867188
    2661902 | 9291127.04846191
    6265973 | 9291075.79138184
   12659226 | 9291043.08312988
    2667935 | 9291010.08453369
    4737095 | 9290984.17260742
    5763381 | 9290981.39306641
    3824124 | 9290977.67828369
    5317121 | 9290973.75244141
    4700788 | 9290953.46398926
   13462223 | 9290934.86352539
   11758975 |  9290929.2175293
    8438495 | 9290885.78466797
   13263120 | 9290847.27368164
    8466951 | 9290826.73974609
    5889315 | 9290821.34619141
   19021825 |  9290769.1270752
    2115058 | 9290581.35595703
    1328770 | 9290539.95117188
   16938838 | 9290488.85083008
    2814860 | 9290474.76898193
    6637418 | 9290460.93572998
    1947152 | 9290352.59411621
   12470260 | 9290306.35595703
     660335 | 9290297.13995361
   15198157 | 9290243.96240234
    1903316 | 9290217.43286133
    1584318 | 9290160.67987061
    3328004 |        9290131.5
    3321052 | 9290048.51513672
     842180 | 9290044.51245117
    9190521 | 9290039.66070557
    6631691 | 9290021.19085693
   12284233 | 9290008.43591309
    6107894 | 9290001.84555054
   13689875 | 9289998.35626221
    5444146 | 9289983.92614746
    4951696 | 9289978.61022949
    3624913 | 9289958.01635742
    1483567 | 9289941.43780518
    4574881 | 9289897.96923828
    4853545 | 9289878.72216797
    5224364 | 9289817.48535156
    8997976 | 9289803.11828613
   11475484 | 9289707.06237793
   16700254 |        9289527.5
   17431295 | 9289518.14758301
    5390214 | 9289512.11474609
    3546443 | 9289500.04577637
   11848445 | 9289489.80352783
   10719674 | 9289439.90209961
   14696894 | 9289418.91943359
     431633 | 9289409.72753906
   13650174 | 9289323.57696533
    4825811 | 9289321.62835693
   15236273 | 9289251.63531494
   18895328 | 9289226.15966797
    6089923 | 9289202.26135254
    9878493 |        9289173.5
   10107289 | 9289163.15936279
   19156472 | 9289147.47167969
   17313115 | 9289143.08270264
   17971253 |  9289130.9730835
   19299001 | 9289117.00689697
    6908781 | 9289112.49316406
    3741952 | 9289110.97460938
    3123655 | 9289109.73486328
    8478626 | 9289081.43066406
   19019472 | 9289067.18554688
   18954822 |  9289014.3762207
   13556531 | 9289002.98071289
   10846135 | 9288983.42944336
    3517940 | 9288970.50476074
   13665714 | 9288968.05297852
    8665042 | 9288797.99438477
   12630849 | 9288778.05249023
    6111622 | 9288723.86938477
    6716478 | 9288684.01904297
    6517629 | 9288684.01605225
   13581527 | 9288678.88696289
    1622335 | 9288648.20236206
    4728195 | 9288625.96942139
   18236437 | 9288575.75134277
   13936376 |        9288567.5
   16918995 | 9288405.96484375
   15265921 | 9288400.74072266
   17677969 | 9288397.67608643
    5297283 | 9288396.48413086
     997125 | 9288364.60339355
    4471988 | 9288351.30792236
    6268386 |  9288305.8258667
    2829346 |  9288294.9119873
   15083310 |  9288293.3739624
    7404590 | 9288284.62005615
   18607853 | 9288250.10107422
    9165554 | 9288238.51025391
   11085027 | 9288229.60095215
   18083315 | 9288218.66723633
    6576112 | 9288203.57019043
    8739594 | 9288193.68896484
   18281283 | 9288180.40283203
     860237 | 9288162.23168945
    4744605 | 9288161.25732422
   12749733 | 9288158.04022217
   12083691 | 9288125.68017578
   12641351 |  9288107.0925293
   15516799 | 9288104.98669434
   19943016 | 9288029.22241211
   14720668 | 9287989.97735596
    5051484 | 9287944.18945312
    2125778 | 9287923.55352783
    8243568 |          9287915
    6782736 | 9287910.10009766
    5353439 |  9287895.4831543
    4566421 | 9287806.77880859
   16434369 | 9287789.14916992
    3949943 | 9287746.22406006
   11001361 | 9287718.27227783
    5685059 | 9287712.84411621
    1930181 | 9287648.61608887
   12596457 | 9287610.59051514
    2309111 | 9287607.24420166
   12640422 | 9287523.62646484
   11487807 | 9287301.31237793
    3746682 | 9287175.22064209
    2913112 | 9287109.06408691
    4051928 | 9287075.18280029
   18799008 | 9287065.91577148
    7197229 | 9286992.10742188
   13549136 | 9286953.81677246
    2773723 | 9286901.07324219
   16662225 | 9286894.68963623
   19944190 | 9286801.76092529
    3009808 | 9286749.02575684
   13994715 | 9286729.66186523
   16334401 | 9286622.56176758
   19585583 | 9286593.37426758
   10679295 | 9286582.11218262
   14662917 | 9286581.04553223
    6659096 | 9286549.85009766
   17087217 | 9286477.08465576
   18673397 |  9286427.1496582
   10503090 | 9286403.27587891
    3828956 |          9286385
    6258562 |  9286368.1640625
   12650691 | 9286306.61096191
    8519305 |  9286186.7131958
   15713936 | 9286164.25488281
    4182294 | 9286071.28289795
    9358234 | 9286043.82659912
   10029776 | 9286038.21862793
   10658799 | 9285989.88037109
   13432120 | 9285949.82922363
    7925066 | 9285909.50195312
   15762730 | 9285879.16723633
   12881932 |          9285830
   10782297 | 9285828.57019043
   11046553 | 9285814.80340576
    6704618 | 9285794.16552734
    5728063 | 9285785.33276367
   15774608 | 9285758.19482422
   19938868 | 9285714.91442871
   18260594 | 9285699.77685547
   15828509 | 9285633.25512695
    4595755 |  9285615.1026001
   16859115 | 9285597.17010498
   10580067 | 9285509.84106445
    2906976 | 9285490.37109375
   13510361 | 9285454.22015381
   16006484 | 9285393.55041504
    2699661 | 9285340.12145996
    2146945 | 9285318.00219727
    9187611 | 9285247.14904785
     153185 | 9285043.95465088
    1555181 | 9285038.98010254
   11130555 | 9285033.74902344
    8415637 | 9284948.01885986
   12194677 | 9284907.94372559
    2861340 | 9284897.96630859
     807439 | 9284880.72442627
    1614725 | 9284876.40246582
    1518083 | 9284831.33770752
    5729829 | 9284824.74169922
    9892428 | 9284813.23840332
    6508722 | 9284718.70404053
   19270480 |          9284702
   18290027 | 9284697.66259766
    7810295 | 9284602.30358887
   18175968 | 9284563.48535156
    2449691 | 9284508.27612305
   17247932 | 9284401.27639771
   17839892 | 9284399.17956543
   15381348 | 9284376.72973633
   19047403 | 9284333.21618652
   13430855 | 9284309.84545898
   11024355 | 9284270.25195312
    7696254 | 9284209.95080566
    7541664 | 9284193.92150879
   18422469 | 9284187.85888672
   19574339 | 9284078.46520996
   14900569 |  9284057.0382843
    4919305 | 9284011.13452148
    6653748 | 9283966.91693115
    9445778 |  9283959.8840332
   18375858 | 9283883.03369141
    6992343 | 9283815.24902344
   18648005 | 9283808.25317383
    5390828 | 9283786.38311768
    4454593 | 9283756.06842041
    1697233 | 9283751.47979736
    7928377 | 9283749.84899902
    5182807 | 9283748.13336182
    4770377 |  9283724.2154541
   13941828 |  9283723.3582077
   17671145 |  9283721.2701416
   16271809 | 9283679.23858643
    8995782 | 9283664.55987549
     343513 | 9283648.79150391
     282524 | 9283514.75592041
   15403724 | 9283484.71606445
    1335196 | 9283478.17089844
     421369 | 9283477.02807617
   16630183 | 9283397.83300781
    3177904 | 9283355.87799072
   13664923 | 9283301.26150513
   16299264 | 9283288.31121826
    2637579 | 9283239.81958008
   15953432 | 9283162.42694092
   12956749 | 9283136.65435791
    5475017 | 9283120.78015137
   12159517 | 9283106.49206543
   10653986 |  9283083.1385498
   12108050 | 9283042.59063721
   18826320 | 9282978.52685547
    3125165 | 9282936.19152832
   14208509 | 9282903.72076416
    4885816 | 9282859.91381836
   19238069 | 9282741.32965088
    7835194 | 9282685.88439941
    1014958 |  9282629.2052002
    1430418 |  9282612.7699585
    3791437 | 9282609.68566895
   17522663 | 9282381.71643066
    5999529 | 9282381.33679199
   12529895 | 9282364.60144043
   13393040 | 9282357.37670898
     541437 | 9282353.45477295
    7340308 |          9282338
   19659824 | 9282308.13171387
   18448382 | 9282272.69836426
    4910477 | 9282220.01672363
    7254697 | 9282196.35205078
    5638947 | 9282186.86047363
    9974128 | 9282166.30462646
   16862174 | 9282105.63134766
   14727457 | 9282077.88282394
   15660052 | 9282066.88220215
   14805781 | 9282044.09295654
    7938001 | 9281907.96533203
   15690021 | 9281848.28656006
   16121905 | 9281824.32019043
    5465577 | 9281821.87866211
    4764164 | 9281796.35375977
    5636486 | 9281780.98352051
    2342466 | 9281779.30822754
    6222692 | 9281769.38769531
    7533912 | 9281768.46923828
   10949274 | 9281742.68334961
   10505308 |  9281695.9543457
    6800527 | 9281692.18359375
   17475537 | 9281675.68988037
    9165830 | 9281505.13586426
   11922095 | 9281442.02233887
   18237979 | 9281372.04663086
    9269343 | 9281276.82421875
    4767888 | 9281231.98297119
   10117154 | 9281140.96691895
   11598496 | 9281131.43731689
    7966320 | 9281122.00842285
   12529269 | 9281120.48168945
   19623677 | 9281100.51525879
    7932821 | 9281068.64001465
    1307171 | 9281010.58569336
   12972074 | 9280994.89007568
    8165474 | 9280977.55737305
   19166049 | 9280975.90777588
   15495250 | 9280955.60162354
    6615442 | 9280953.75244141
     991474 | 9280900.41656494
   16312513 |  9280877.6539917
   19173893 | 9280839.06158447
    4983347 | 9280742.00805664
   10755663 |  9280727.1006546
    5093634 | 9280722.65478516
   19628600 |  9280669.1696167
   15825762 | 9280656.87670898
   16912785 | 9280620.51757812
   12111065 | 9280617.48742676
    1380329 | 9280603.28659058
     816218 | 9280559.15063477
   15338511 | 9280527.95892334
   14407844 | 9280512.48449707
    3125306 | 9280478.74768066
     867160 | 9280473.57226562
   18719887 | 9280464.40704346
     782984 | 9280408.44262695
   19374298 |          9280351
    8132448 | 9280332.83447266
   14405076 | 9280328.79443359
    1014027 |  9280287.9855957
   13528035 | 9280260.15100098
    8728195 | 9280222.76220703
   11747799 | 9280196.49755859
    8509990 | 9280134.74407959
    3381544 | 9280062.04833984
     359995 | 9280002.53594971
     456028 | 9279974.34692383
   13541192 |  9279957.9196167
   11185677 | 9279948.55224609
   11180028 | 9279917.56286621
    7107094 | 9279847.11853027
    5545749 |  9279759.0246582
    7539286 | 9279755.70471191
   18129607 | 9279743.41186523
   14891272 | 9279721.03222656
     704337 | 9279718.53662109
   10214187 |  9279709.2890625
    8111079 | 9279639.26226807
   18009907 | 9279607.92462158
   15928561 | 9279555.12753296
   11199835 | 9279551.46459961
   11618238 |  9279482.3671875
    4834549 | 9279252.77923584
    3421275 | 9279196.49920654
    8145306 | 9279187.03442383
    8703647 | 9279166.36206055
   14793869 | 9279160.16436768
   14219838 | 9279065.34814453
    8946645 | 9279063.55126953
   14003939 | 9279008.37799072
    7646696 | 9278976.92871094
    2195124 | 9278966.32922363
    6055908 | 9278965.03344727
   15910018 | 9278836.66357422
    9750392 |  9278809.3347168
    8536375 |  9278768.8170166
   13678353 | 9278757.68823242
    7347320 | 9278741.32196045
    4971957 | 9278733.43200684
    1227278 | 9278733.13571167
    5893655 | 9278672.98388672
   14245950 |  9278651.1468811
   11925407 |  9278639.6182251
   15343180 | 9278560.16766357
   19809688 |  9278559.9876709
   14294065 | 9278512.82849121
   12339863 |          9278421
   12571891 | 9278405.50341797
    2295076 | 9278377.68603516
   10930488 | 9278334.37719727
    1516625 | 9278330.61035156
    9266775 | 9278274.88696289
    5401311 | 9278248.73040771
    1649615 | 9278232.38955688
    9105023 | 9278194.87744141
    2515807 |  9278186.5612793
   19256311 |        9278175.5
    4259473 | 9278157.75375366
     212528 | 9278148.20507812
   13732538 | 9278085.21862793
   13867691 | 9277974.16052246
    5091172 | 9277956.31884766
   15714125 | 9277955.47845459
    4520947 | 9277900.04882812
   16060585 | 9277759.55297852
    7531803 | 9277717.32611084
   14312335 | 9277654.33459473
   12311510 | 9277653.81665039
    1523918 |  9277632.4256134
   19953237 | 9277612.38098145
    4632654 | 9277597.23602295
   16342009 | 9277592.01324463
   16168722 | 9277561.11022949
   15416100 | 9277551.21130371
   11778048 | 9277529.46533203
   16600281 | 9277511.74884033
   10626859 | 9277503.02294922
    4690172 | 9277477.71520996
   14026135 | 9277474.56420898
    9478678 | 9277434.63769531
   17469305 | 9277410.62060547
    8713680 | 9277373.64196777
   16230734 | 9277371.16223145
   14962037 | 9277367.54272461
    5731011 | 9277248.58145142
   15031809 | 9277246.75292969
    7554597 | 9277078.48535156
   10327138 |  9277059.2824707
   17246490 | 9277027.71337891
     263789 |          9277002
   14600574 | 9276992.41009521
   15181313 | 9276986.42919922
    2137214 | 9276931.76971436
   12252814 | 9276905.10772705
   19355107 | 9276893.94604492
   17448382 |  9276858.5927124
   11643787 | 9276852.15985107
   15028263 | 9276831.60656738
   13537934 | 9276784.89434814
      90436 | 9276781.61407471
   13526287 | 9276765.67950439
    1134410 | 9276750.18133545
    3118735 | 9276732.51330566
   10874061 | 9276718.21801758
   13005692 | 9276707.37121582
    7533241 | 9276677.18432617
   18770735 | 9276669.51599121
    1008520 | 9276664.54934692
    9019728 | 9276621.73687744
   10086660 | 9276577.90817261
    5646299 | 9276563.24578857
   19599993 | 9276563.24578857
    1103712 | 9276534.76398087
    7751720 | 9276506.14929199
   12665280 |          9276502
   10944359 | 9276492.71496582
   14736347 |          9276467
    7811342 | 9276462.32922363
   17100980 | 9276288.35754395
   18579023 | 9276254.46594238
    1315072 | 9276248.70574951
    1378941 |  9276207.4284668
    6455015 | 9276187.94238281
   11437965 | 9276075.17889404
   15521891 | 9276061.89770508
    4388645 | 9276044.47753906
   11232414 | 9275995.24926758
    8402181 | 9275990.52319336
   13830576 | 9275971.76025391
   14854127 | 9275908.45602417
    8557785 | 9275879.48510742
    4905377 | 9275876.85150146
   10081202 | 9275850.70556641
   16186078 |  9275849.9140625
    8982425 | 9275815.17382812
   10342958 | 9275813.83728027
   18799506 | 9275804.01190186
   16631222 | 9275800.23352051
   14527788 | 9275725.84387207
     288797 | 9275704.31396484
    8485505 | 9275655.73492432
   15067657 | 9275598.48449707
    5718430 | 9275591.23901367
   13392265 |       9275566.25
   10703290 | 9275547.92785645
   14772454 | 9275527.73791504
   15271860 | 9275499.93029785
       2956 | 9275344.80297852
   16034251 |  9275277.3112793
   12482270 | 9275249.53308105
     148206 | 9275140.83929443
    7793883 | 9275110.92987061
   18846564 | 9275100.03240967
   17260434 |       9275087.25
    9018762 | 9274997.22033691
     676856 | 9274893.70214844
    9265037 | 9274860.93621826
    7701625 | 9274827.19995117
   15446193 | 9274786.72668457
    3135104 | 9274750.75488281
   16131823 | 9274725.00915527
    9481976 | 9274709.52026367
    1553741 | 9274609.41772461
    2094388 | 9274504.82084656
   19851433 | 9274495.77026367
    5515567 | 9274425.45239258
   17982822 | 9274241.09710693
      84182 | 9274230.23071289
   18549376 | 9274163.34777832
     789008 | 9274127.14819336
   14814749 | 9274083.34991455
   16392135 |  9274073.7479248
   19186362 | 9274056.92321777
   18180872 | 9274021.47216797
   18150618 | 9274006.82177734
   13524037 | 9273978.22814941
    1142356 | 9273970.81591797
    2403874 | 9273956.10369873
   10470210 | 9273950.55541992
    7282437 | 9273915.06091309
   16676081 | 9273878.95532227
   10681424 | 9273860.87304688
    1055722 | 9273834.72241211
    1639718 | 9273786.95489502
   15276185 | 9273721.50830078
    9041120 | 9273713.64642334
    2494947 | 9273687.09094238
    1297768 | 9273669.89932251
    7612564 | 9273561.33911133
   15012027 | 9273540.90246582
    9951322 | 9273535.74993896
   15128383 | 9273459.92022705
   19048701 | 9273458.69946289
    4836777 | 9273421.43292236
    6093663 |          9273420
   18201753 | 9273400.68041992
    2967735 | 9273369.24224854
    1670150 | 9273361.77539062
    4360016 | 9273315.73266602
   18944359 | 9273273.32824707
   16613601 | 9273176.13696289
   18992855 | 9273143.41247559
   16347998 | 9273139.95361328
    8541137 | 9273126.82519531
    4361766 |        9273082.5
   11320498 | 9273058.06140137
   10861411 | 9273053.46337891
   11618214 | 9273001.21124268
   11546075 | 9272932.14538574
   11481738 | 9272907.17944336
    7478063 | 9272717.22796631
   16647728 | 9272655.14282227
    9039627 |   9272622.894104
    9277773 |  9272615.7265625
   15773108 | 9272521.26245117
    1698077 | 9272465.49945068
   11611868 | 9272463.95654297
    4567013 | 9272419.62451172
    2467656 | 9272397.51306152
    5699898 | 9272338.16607666
     916004 | 9272278.51373291
    6794926 | 9272210.72924805
   12322158 | 9272167.15762329
   12246123 |  9272132.3739624
   16015614 | 9272125.89605713
    2442855 | 9272122.27398682
    5283301 | 9272097.42138672
    5785449 | 9272004.52636719
   17273138 | 9272002.47021484
    3169952 |          9272000
     729665 | 9271996.52166748
    5166019 | 9271986.41345215
   11171837 | 9271911.10498047
    7853678 |  9271886.0255127
   10992664 | 9271855.97686768
    4521078 | 9271833.20965576
    6275516 | 9271827.85473633
    3980633 | 9271807.31390381
   19917380 | 9271806.37133789
    1385015 | 9271802.80914307
   11332305 | 9271728.78900146
    3724142 |       9271701.75
    5428630 | 9271681.29870605
   19289750 | 9271540.70800781
    4995049 | 9271526.23388672
   19015426 | 9271303.12536621
   19527168 | 9271265.71264648
    3932703 | 9271205.39080811
   19023335 | 9271199.61315918
   15004630 | 9271178.29412842
    9006014 | 9271167.29077148
    3340657 | 9271146.58135986
    1580821 | 9271103.30932617
    7965535 | 9271091.46691895
    8046097 | 9271076.18188477
   16621753 | 9270952.54211426
   12501236 | 9270869.73376465
   16449883 | 9270830.41864014
    2798581 |          9270820
    1375514 | 9270802.91473389
   14392301 | 9270778.11657715
   10751998 | 9270712.79602051
   10531402 | 9270701.51043701
   18900357 | 9270696.67822266
    2618977 | 9270690.99700928
    4648986 | 9270665.64477539
   18135103 | 9270635.99487305
    4992673 | 9270598.39013672
    4014783 | 9270514.85101318
   15481665 | 9270449.53918457
    3067556 | 9270398.93133545
   18302021 | 9270349.52490234
    4737747 | 9270339.61572266
    3310437 | 9270294.64276123
   16926724 | 9270275.81903076
   16239643 | 9270242.68212891
    3206703 | 9270214.56103516
     136035 | 9270147.74932861
    2509424 | 9270144.76812744
    6727933 | 9270079.34228516
   15893216 | 9270035.82867432
    3621678 | 9269977.55310059
   19611907 | 9269967.69287109
   15325503 | 9269951.57952881
   12441638 | 9269910.35668945
   19616599 | 9269868.09082031
    3111304 | 9269853.22900391
    8324485 | 9269780.73779297
     912529 | 9269774.61625671
   11080211 |          9269655
    4516593 | 9269650.31362915
    3907387 | 9269596.16674805
    1598451 | 9269517.81719971
    8355520 | 9269511.73858643
   17123601 |       9269438.75
   12032656 | 9269395.98419189
   15309017 | 9269335.45259094
   10036100 |  9269287.3026123
   11529414 | 9269269.69726562
   11643548 | 9269265.58551025
    9504464 | 9269252.94580078
   16633519 | 9269221.17004395
   15562802 | 9269162.85229492
   18665988 |  9269160.1736145
    9054753 | 9269156.18774414
   19017895 | 9269098.82409668
     897024 |  9269013.5925293
     683587 | 9268976.09143066
    7721373 | 9268968.95385742
    7190199 | 9268886.45892334
    5480514 | 9268833.71777344
   17864985 | 9268805.81964111
    2404230 | 9268803.03387451
   13162415 | 9268801.38208008
    2612383 | 9268797.35742188
   17856750 | 9268774.10400391
   14511338 |  9268724.0291748
   16350198 |          9268721
    1187871 |  9268713.3215332
   14234441 | 9268648.10473633
   11122513 | 9268634.22241211
     812052 | 9268609.34277344
     278350 | 9268543.22949219
   19519514 |  9268525.9553833
    7895875 | 9268501.33296204
   14306887 | 9268475.36865234
    3041428 | 9268472.47891235
   13717963 | 9268467.52384949
   10591550 | 9268422.20150757
    6352458 | 9268418.31665039
   13506246 |  9268373.2779541
   18338146 |          9268350
    2076604 | 9268344.69512939
   13944367 | 9268343.09631348
    2631698 | 9268327.72619629
    2866782 | 9268320.48156738
    6844581 | 9268290.81445312
   15656996 | 9268280.47244263
    3775981 | 9268226.28881836
    8550316 | 9268204.28320312
    8170148 | 9268168.68505859
    7769325 | 9268135.44763184
   17466129 | 9268101.08850098
   16153807 | 9268079.15130615
   14694267 | 9268018.94921875
    9373707 | 9267907.35449219
   12793279 | 9267872.78662109
    8828495 | 9267872.17144775
   16111827 |  9267867.4230957
    6531261 | 9267822.97668457
   11257534 | 9267696.20092773
    5330723 | 9267680.68139648
   15438052 | 9267604.51947021
    8565662 | 9267603.02484131
   18417424 | 9267559.08911133
    6547129 | 9267547.37414551
    8042530 | 9267541.48388672
    1459515 |  9267541.4095459
   17547917 | 9267530.97839355
   12312140 | 9267520.90811157
    3960986 | 9267513.96826172
   10339896 | 9267385.67895508
    8159181 | 9267380.62792969
   10640187 | 9267321.92810059
   11398937 | 9267302.17181396
   15389849 |  9267297.4152832
   17474575 | 9267296.26586914
    5266184 | 9267288.23730469
     250647 | 9267269.93545532
    1849004 | 9267269.02545166
   15791055 | 9267262.60302734
   13604921 | 9267229.80990601
   17574045 |  9267220.4017334
    4734713 |          9267214
   14695943 | 9267156.28894043
   16027499 |  9266897.5713501
   10903900 | 9266775.51818848
   18329995 | 9266731.58215332
    4797193 | 9266683.45822144
    4311085 | 9266670.25640869
   12465421 |        9266640.5
    1953424 | 9266590.12719727
   19311510 | 9266586.03442383
    7540330 | 9266536.23590088
    7226030 | 9266467.91491699
   17650990 | 9266439.88037109
    2600630 | 9266433.49365234
    7454925 | 9266401.59191895
    8704875 | 9266374.13452148
    4661169 |     9266367.4375
     319265 | 9266360.91064453
   13790892 | 9266342.65707397
   16508651 | 9266330.75787354
    6719095 | 9266216.01220703
    2072799 | 9266181.36132812
    4954905 | 9266140.08242798
   10535093 | 9266100.40966797
   12857789 | 9266056.71783447
   16836299 | 9266052.92767334
    1621818 | 9266050.23413086
    1782937 |  9266047.0144043
    6846853 |  9266028.5168457
    4343734 | 9266026.80541992
   14415048 | 9265964.67559814
    5557552 | 9265960.86950684
   14211422 | 9265889.62792969
   13624323 | 9265879.21356201
   14205819 | 9265878.40795898
    4153794 | 9265861.55993652
    9468119 | 9265826.42883301
    7209236 |          9265761
    4820747 | 9265759.63494873
   19157815 |  9265693.3560791
    7254312 |  9265653.6439209
   11683573 | 9265624.57141113
   19659415 | 9265519.12719727
    4838686 | 9265510.29748535
    5261337 | 9265488.99719238
    9654377 |  9265438.0769043
    7958624 | 9265427.16992188
   14943043 | 9265365.47949219
    6202786 |  9265340.3371582
   19226906 | 9265321.18609619
    9502168 | 9265308.54003906
    2211617 | 9265277.55066681
    9844500 | 9265264.86010742
   15669093 | 9265263.95263672
   13106997 | 9265208.12042236
    6596647 |  9265106.9029541
    8788023 | 9265090.00762939
     779317 | 9265083.28564453
   18084556 | 9265038.06066895
   16347426 | 9265003.19665527
    6802468 | 9265001.09259033
   16800246 | 9264940.57159424
    8335231 | 9264935.42102051
   16516458 | 9264918.63354492
   12017840 | 9264913.03417969
   13541147 | 9264855.48492432
    9736571 | 9264851.83013916
    9335527 | 9264835.34570312
     211356 | 9264818.91162109
   10059043 | 9264781.07666016
   18523724 |  9264778.1729126
     333073 | 9264775.78521729
   10403676 | 9264767.21524048
    5082195 |  9264765.0267334
   10131498 | 9264590.46313477
    7549075 |  9264511.8883667
   12397415 | 9264501.54589844
    5656812 | 9264499.50653076
    8384700 | 9264440.47505188
   12417245 | 9264390.19726562
   10559400 | 9264376.86425781
    4336731 | 9264335.28588867
    1931430 | 9264327.05535889
    3641482 | 9264326.17724609
   14450999 | 9264301.83746338
   14376904 | 9264293.76708984
   17295607 | 9264283.86474609
   18782315 | 9264261.92553711
     794107 | 9264074.28131104
   13342152 | 9264034.03601074
   10911703 |          9264000
   19071895 | 9263988.43200684
    7831137 | 9263889.69781494
   14030762 |  9263887.4800415
   12688273 |    9263854.03125
   17445957 | 9263754.88903809
   15728418 | 9263714.06518555
